MSZoning,LandContour,LandSlope,Neighborhood,Condition1,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,GrLivArea,BedroomAbvGr,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,PoolArea,SaleType,SaleCondition,SalePrice,LotShape_Ordinal,LotArea_Shape_Interaction,TotalBsmtSF,TotalBaths,RoofStyle_Binary,MasVnrType_BrkFace
3,0.3032614183836184,0.2372259712567012,0.20628524949515123,0.2897413135739335,0.6321871598437416,0.8535148822569647,0.6247137766836087,2.627172222340669,-0.7069104444394092,1.083442825667854,0.642595550180687,-0.6040392612216322,1.0972687907821896,1.0142723255734325,0.1700078467986211,0.708374945162734,-0.9561446519772959,0.4434890830087769,0.42942203757279823,0.27991822953261164,0.3061533037964599,0.09577957748834962,3.8452795674558407,-0.1399405636824574,-0.06922099737024129,-0.266048787496078,-0.2312590248701276,0.4737950695746585,-0.69886333017266,-0.21489745344031708,0.0968800579682431,1.6489258479706554,0.14832396974191364,0.3238284497459493
3,0.3032614183836184,0.2372259712567012,-0.8300754859367732,-3.6228398857264725,-1.5048424234869227,-1.058670947717551,-1.6696606359083916,-0.5653868180289316,-0.7069104444394092,-0.7597998763782072,-0.8135744105391851,0.32192627346895303,-1.3331792026712084,-0.0006841832727580398,1.4199935980805678,-0.7874085134246924,0.5998741924825711,0.4434890830087769,-1.4198971871777637,0.14907236706405586,-1.054232246116505,-3.982834097223833,0.20748818277744133,-0.7118904880331542,-0.06922099737024129,-0.266048787496078,-0.2312590248701276,-0.9027667925553431,-0.69886333017266,-0.22390297975260676,-0.5485910399605302,-0.23188019737087354,0.14832396974191364,0.3238284497459493
3,0.3032614183836184,0.2372259712567012,-0.5537051072403213,-3.6228398857264725,-0.08015603459981316,-0.3206343115870362,-1.0960670327603914,1.657704032071366,-0.7069104444394092,-0.7597998763782072,-0.8135744105391851,2.6055747059100196,-0.36100000528984927,-0.24861249077717099,0.1700078467986211,-0.7874085134246924,0.5998741924825711,-1.2351992237874079,0.42942203757279823,0.26412648751054457,0.3061533037964599,0.09577957748834962,-0.749825339506348,-0.7118904880331542,-0.06922099737024129,-0.266048787496078,-0.2312590248701276,-0.06324924435049907,-0.69886333017266,0.09212600547454848,-0.7259887258151267,-0.23188019737087354,0.14832396974191364,0.3238284497459493
1,0.3032614183836184,0.2372259712567012,0.7897312389826643,0.2897413135739335,1.3445303542872964,1.1218918408498793,0.9593100451866088,-0.5653868180289316,1.0132383036964872,1.083442825667854,0.642595550180687,-0.6040392612216322,1.0972687907821896,-0.5100993775982315,-2.329963655765272,0.708374945162734,0.5998741924825711,0.4434890830087769,0.42942203757279823,0.2957099715546787,0.3061533037964599,0.09577957748834962,-0.749825339506348,0.6226593354518051,-0.06922099737024129,-0.266048787496078,-0.2312590248701276,0.19601352788923218,1.0017041065808123,-0.2997845966520373,0.502971146069127,0.3950551510763028,0.14832396974191364,0.3238284497459493
3,0.3032614183836184,0.2372259712567012,-0.5537051072403213,0.2897413135739335,-0.7924992290433679,-0.4883699107076077,-1.3350643674053915,-0.5653868180289316,-0.7069104444394092,-0.7597998763782072,-0.8135744105391851,-0.6040392612216322,1.0972687907821896,-1.344920475523247,-1.0799779044833255,-0.7874085134246924,-0.9561446519772959,0.4434890830087769,-1.4198971871777637,0.18742374054621874,-1.054232246116505,0.09577957748834962,-0.749825339506348,-0.7118904880331542,-0.06922099737024129,-0.266048787496078,-0.2312590248701276,-0.6323927586481948,1.0017041065808123,-0.06557901888087485,-0.4182144274649832,-0.23188019737087354,0.14832396974191364,0.3238284497459493
3,0.3032614183836184,0.2372259712567012,1.07489236704463,0.2897413135739335,0.6321871598437416,0.6186850434881646,0.29011750818060866,0.08649696508318576,1.0132383036964872,-0.7597998763782072,0.642595550180687,0.32192627346895303,-0.8470896039805289,0.4002623765195348,0.1700078467986211,0.708374945162734,0.5998741924825711,-1.2351992237874079,0.42942203757279823,0.26187052436453495,0.3061533037964599,0.09577957748834962,0.5904135916909571,-0.1399405636824574,-0.06922099737024129,-0.266048787496078,-0.2312590248701276,0.07872798806649661,1.0017041065808123,0.3465089136773703,0.3084748880839668,0.3950551510763028,0.14832396974191364,0.3238284497459493
3,0.3032614183836184,0.2372259712567012,-0.8300754859367732,0.2897413135739335,-0.7924992290433679,-0.25354007193880757,0.6725132436126088,-0.5653868180289316,-0.7069104444394092,1.083442825667854,-0.8135744105391851,-0.6040392612216322,0.12508959340083037,-0.04717074092983547,0.1700078467986211,-0.7874085134246924,-0.9561446519772959,0.4434890830087769,-1.4198971871777637,0.21223933515232415,0.3061533037964599,0.09577957748834962,-0.749825339506348,-0.7118904880331542,-0.06922099737024129,-0.266048787496078,-0.2312590248701276,-0.17436186102466958,-0.69886333017266,-0.1975053373320463,1.0137909884697123,-0.23188019737087354,0.14832396974191364,0.3238284497459493
3,0.3032614183836184,0.2372259712567012,0.7072310611814782,0.2897413135739335,-0.08015603459981316,0.1825724857746785,-0.3790750288253914,-0.5653868180289316,1.0132383036964872,-0.7597998763782072,0.642595550180687,-0.6040392612216322,0.61117919209151,-0.5856400337909823,0.1700078467986211,-0.7874085134246924,0.5998741924825711,-1.2351992237874079,0.42942203757279823,0.2325430034664104,0.3061533037964599,0.09577957748834962,0.8297419722619044,-0.04461557629067457,-0.06922099737024129,-0.266048787496078,-0.2312590248701276,-0.1990535536189297,1.0017041065808123,0.1912796353871812,0.4196156069326297,0.3950551510763028,0.14832396974191364,0.3238284497459493
3,0.3032614183836184,0.2372259712567012,0.20628524949515123,0.2897413135739335,0.6321871598437416,1.1554389606739934,1.0071095121156088,-0.5653868180289316,1.0132383036964872,1.083442825667854,0.642595550180687,0.8778452129065021,-1.3331792026712084,-0.4190632021864549,-1.0799779044833255,0.708374945162734,0.5998741924825711,0.4434890830087769,0.42942203757279823,0.2979659347006883,0.3061533037964599,0.09577957748834962,0.5904135916909571,0.1619218963915215,-0.06922099737024129,3.197380080639981,3.184902533209531,0.15748214159588925,-0.69886333017266,-0.2957615092960316,0.5863266852056241,-0.23188019737087354,0.14832396974191364,0.3238284497459493
4,0.3032614183836184,0.2372259712567012,-1.0001411397258508,0.2897413135739335,-0.7924992290433679,-2.2663672613856662,0.8159116443996087,-0.5653868180289316,-0.7069104444394092,1.083442825667854,-0.8135744105391851,-0.6040392612216322,-1.3331792026712084,0.05548707389621051,0.1700078467986211,0.708374945162734,0.5998741924825711,-4.592575837379777,-1.4198971871777637,0.24607878234246788,0.3061533037964599,4.174393252200532,-0.1913924515074709,0.5273343480600222,-0.06922099737024129,-0.266048787496078,-0.2312590248701276,-0.29164740084740515,-0.69886333017266,-0.1819390839468858,-0.7730097991741764,-0.23188019737087354,0.14832396974191364,0.3238284497459493
